id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position,p,fold-change
3,"alpha-2-macroglobulin",3,"A2M","alpha-2-macroglobulin",2,"12","n/a","n/a","2.53e-43","7.442"
10642,"cysteinyl leukotriene receptor 1",10642,"CYSLTR1","cysteinyl leukotriene receptor 1",10800,"X","n/a","n/a","7.22e-21","7.426"
5123,"platelet-derived growth factor beta polypeptide",5123,"PDGFB","platelet-derived growth factor beta polypeptide",5155,"22","n/a","n/a","1.07e-25","7.405"
3739,"potassium inwardly-rectifying channel, subfamily J, member 8",3739,"KCNJ8","potassium inwardly-rectifying channel, subfamily J, member 8",3764,"12","n/a","n/a","9.67e-22","7.400"
82004,"ADAM metallopeptidase with thrombospondin type 1 motif, 18",82004,"ADAMTS18","ADAM metallopeptidase with thrombospondin type 1 motif, 18",170692,"16","n/a","n/a","2.50e-15","7.310"
2478,"nuclear receptor subfamily 5, group A, member 2",2478,"NR5A2","nuclear receptor subfamily 5, group A, member 2",2494,"1","n/a","n/a","1.30e-32","7.306"
35177,"G protein-coupled receptor, family C, group 5, member C",35177,"GPRC5C","G protein-coupled receptor, family C, group 5, member C",55890,"17","n/a","n/a","1.54e-32","7.275"
7027,"Thy-1 cell surface antigen",7027,"THY1","Thy-1 cell surface antigen",7070,"11","n/a","n/a","1.09e-26","7.263"
7371,"vinculin",7371,"VCL","vinculin",7414,"10","n/a","n/a","9.58e-42","7.262"
3364,"intercellular adhesion molecule 2",3364,"ICAM2","intercellular adhesion molecule 2",3384,"17","n/a","n/a","1.17e-20","7.246"
973,"cytidine deaminase",973,"CDA","cytidine deaminase",978,"1","n/a","n/a","2.13e-19","7.232"
9907,"gap junction protein, gamma 1, 45kDa",9907,"GJC1","gap junction protein, gamma 1, 45kDa",10052,"17","n/a","n/a","1.17e-30","7.225"
2297,"Friend leukemia virus integration 1",2297,"FLI1","Friend leukemia virus integration 1",2313,"11","n/a","n/a","3.47e-45","7.162"
10480,"myosin, light chain 12A, regulatory, non-sarcomeric",10480,"MYL12A","myosin, light chain 12A, regulatory, non-sarcomeric",10627,"18","n/a","n/a","4.06e-35","7.074"
30658,"lymphoid enhancer-binding factor 1",30658,"LEF1","lymphoid enhancer-binding factor 1",51176,"4","n/a","n/a","1.01e-33","7.056"
7407,"von Willebrand factor",7407,"VWF","von Willebrand factor",7450,"12","n/a","n/a","2.46e-16","7.043"
4609,"myosin, light chain 4, alkali; atrial, embryonic",4609,"MYL4","myosin, light chain 4, alkali; atrial, embryonic",4635,"17","n/a","n/a","4.49e-12","7.014"
110740,"leucine rich repeat containing 70",110740,"LRRC70","leucine rich repeat containing 70",100130733,"5","n/a","n/a","1.23e-16","6.997"
157123259,"uncharacterized LOC100507263",157123259,"LOC100507263","uncharacterized LOC100507263",100507263,"17","n/a","n/a","9.46e-22","6.991"
6601,"syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)",6601,"SNTB1","syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)",6641,"8","n/a","n/a","2.50e-25","6.928"
76588,"protein kinase C, delta binding protein",76588,"PRKCDBP","protein kinase C, delta binding protein",112464,"11","n/a","n/a","6.67e-17","6.927"
25529,"RAS guanyl releasing protein 3 (calcium and DAG-regulated)",25529,"RASGRP3","RAS guanyl releasing protein 3 (calcium and DAG-regulated)",25780,"2","n/a","n/a","5.82e-29","6.911"
5388,"podocalyxin-like",5388,"PODXL","podocalyxin-like",5420,"7","n/a","n/a","2.06e-45","6.894"
60154,"RCSD domain containing 1",60154,"RCSD1","RCSD domain containing 1",92241,"1","n/a","n/a","6.78e-43","6.835"
110927,"family with sequence similarity 101, member B",110927,"FAM101B","family with sequence similarity 101, member B",359845,"17","n/a","n/a","2.29e-34","6.823"
7365,"vasodilator-stimulated phosphoprotein",7365,"VASP","vasodilator-stimulated phosphoprotein",7408,"19","n/a","n/a","8.20e-39","6.816"
4601,"myosin, heavy chain 9, non-muscle",4601,"MYH9","myosin, heavy chain 9, non-muscle",4627,"22","n/a","n/a","4.95e-23","6.804"
5173,"ATPase, aminophospholipid transporter, class I, type 8B, member 1",5173,"ATP8B1","ATPase, aminophospholipid transporter, class I, type 8B, member 1",5205,"18","n/a","n/a","4.29e-28","6.802"
149615,"GTPase, IMAP family member 6",149615,"GIMAP6","GTPase, IMAP family member 6",474344,"7","n/a","n/a","1.96e-42","6.793"
3023,"hemoglobin, alpha 2",3023,"HBA2","hemoglobin, alpha 2",3040,"16","n/a","n/a","1.60e-10","6.743"
79564,"EGF-like, fibronectin type III and laminin G domains",79564,"EGFLAM","EGF-like, fibronectin type III and laminin G domains",133584,"5","n/a","n/a","7.91e-14","6.717"
796,"caldesmon 1",796,"CALD1","caldesmon 1",800,"7","n/a","n/a","1.28e-44","6.697"
59846,"pleckstrin homology-like domain, family B, member 2",59846,"PHLDB2","pleckstrin homology-like domain, family B, member 2",90102,"3","n/a","n/a","2.79e-18","6.694"
157123529,"uncharacterized LOC100507460",157123529,"LOC100507460","uncharacterized LOC100507460",100507460,"2","n/a","n/a","8.38e-20","6.658"
30874,"transient receptor potential cation channel, subfamily V, member 2",30874,"TRPV2","transient receptor potential cation channel, subfamily V, member 2",51393,"17","n/a","n/a","6.15e-28","6.617"
22593,"COBL-like 1",22593,"COBLL1","COBL-like 1",22837,"2","n/a","n/a","7.10e-28","6.572"
3464,"insulin-like growth factor binding protein 1",3464,"IGFBP1","insulin-like growth factor binding protein 1",3484,"7","n/a","n/a","7.64e-16","6.570"
1004,"cadherin 11, type 2, OB-cadherin (osteoblast)",1004,"CDH11","cadherin 11, type 2, OB-cadherin (osteoblast)",1009,"16","n/a","n/a","6.48e-51","6.558"
30775,"protocadherin 12",30775,"PCDH12","protocadherin 12",51294,"5","n/a","n/a","8.95e-23","6.534"
4829,"purine nucleoside phosphorylase",4829,"PNP","purine nucleoside phosphorylase",4860,"14","n/a","n/a","2.00e-33","6.520"
6993,"tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)",6993,"TFPI","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)",7035,"2","n/a","n/a","5.48e-29","6.516"
4294,"matrix metallopeptidase 11 (stromelysin 3)",4294,"MMP11","matrix metallopeptidase 11 (stromelysin 3)",4320,"22","n/a","n/a","2.03e-14","6.510"
1183,"chloride intracellular channel 1",1183,"CLIC1","chloride intracellular channel 1",1192,"6","n/a","n/a","1.65e-27","6.497"
10016,"lysophosphatidic acid receptor 6",10016,"LPAR6","lysophosphatidic acid receptor 6",10161,"13","n/a","n/a","2.90e-28","6.495"
3022,"hemoglobin, alpha 1",3022,"HBA1","hemoglobin, alpha 1",3039,"16","n/a","n/a","8.00e-10","6.477"
40538,"piezo-type mechanosensitive ion channel component 2",40538,"PIEZO2","piezo-type mechanosensitive ion channel component 2",63895,"18","n/a","n/a","2.12e-24","6.447"
7014,"thrombomodulin",7014,"THBD","thrombomodulin",7056,"20","n/a","n/a","8.96e-32","6.439"
10197,"chemokine (C-C motif) ligand 26",10197,"CCL26","chemokine (C-C motif) ligand 26",10344,"7","n/a","n/a","1.04e-16","6.418"
34396,"anoctamin 1, calcium activated chloride channel",34396,"ANO1","anoctamin 1, calcium activated chloride channel",55107,"11","n/a","n/a","3.86e-20","6.412"
10106,"sprouty homolog 1, antagonist of FGF signaling (Drosophila)",10106,"SPRY1","sprouty homolog 1, antagonist of FGF signaling (Drosophila)",10252,"4","n/a","n/a","7.97e-37","6.395"
8623,"hyaluronoglucosaminidase 2",8623,"HYAL2","hyaluronoglucosaminidase 2",8692,"3","n/a","n/a","6.58e-33","6.392"
4296,"matrix metallopeptidase 13 (collagenase 3)",4296,"MMP13","matrix metallopeptidase 13 (collagenase 3)",4322,"11","n/a","n/a","4.66e-06","6.380"
25546,"glutaminyl-peptide cyclotransferase",25546,"QPCT","glutaminyl-peptide cyclotransferase",25797,"2","n/a","n/a","1.28e-23","6.365"
6638,"secreted protein, acidic, cysteine-rich (osteonectin)",6638,"SPARC","secreted protein, acidic, cysteine-rich (osteonectin)",6678,"5","n/a","n/a","1.89e-21","6.319"
1012947,"caspase 4, apoptosis-related cysteine peptidase pseudogene",1012947,"LOC643733","caspase 4, apoptosis-related cysteine peptidase pseudogene",643733,"11","n/a","n/a","3.43e-17","6.304"
34629,"GTPase, IMAP family member 5",34629,"GIMAP5","GTPase, IMAP family member 5",55340,"7","n/a","n/a","1.85e-23","6.286"
27048,"RNA binding motif, single stranded interacting protein 3",27048,"RBMS3","RNA binding motif, single stranded interacting protein 3",27303,"3","n/a","n/a","7.80e-30","6.272"
6351,"chemokine (C-X-C motif) ligand 12",6351,"CXCL12","chemokine (C-X-C motif) ligand 12",6387,"10","n/a","n/a","9.90e-10","6.217"
85645,"ring finger protein 152",85645,"RNF152","ring finger protein 152",220441,"18","n/a","n/a","4.38e-19","6.211"
80799,"chromosome 1 open reading frame 64",80799,"C1orf64","chromosome 1 open reading frame 64",149563,"1","n/a","n/a","1.04e-14","6.205"
33651,"cytokine-like 1",33651,"CYTL1","cytokine-like 1",54360,"4","n/a","n/a","3.07e-14","6.204"
7001,"transforming growth factor, beta 3",7001,"TGFB3","transforming growth factor, beta 3",7043,"14","n/a","n/a","5.78e-17","6.189"
40749,"solute carrier family 39 (zinc transporter), member 8",40749,"SLC39A8","solute carrier family 39 (zinc transporter), member 8",64116,"4","n/a","n/a","9.33e-29","6.171"
34592,"GTPase, IMAP family member 4",34592,"GIMAP4","GTPase, IMAP family member 4",55303,"7","n/a","n/a","2.89e-27","6.138"
9369,"ADAM metallopeptidase with thrombospondin type 1 motif, 1",9369,"ADAMTS1","ADAM metallopeptidase with thrombospondin type 1 motif, 1",9510,"21","n/a","n/a","2.80e-24","6.093"
2185,"fibrillin 1",2185,"FBN1","fibrillin 1",2200,"15","n/a","n/a","4.78e-25","6.082"
2811,"G protein-coupled receptor 4",2811,"GPR4","G protein-coupled receptor 4",2828,"19","n/a","n/a","1.81e-19","6.078"
28845,"formin homology 2 domain containing 1",28845,"FHOD1","formin homology 2 domain containing 1",29109,"16","n/a","n/a","1.77e-24","6.041"
1297,"collagen, type XV, alpha 1",1297,"COL15A1","collagen, type XV, alpha 1",1306,"9","n/a","n/a","1.01e-11","6.036"
125618,"olfactory receptor, family 2, subfamily A, member 20 pseudogene",125618,"OR2A20P","olfactory receptor, family 2, subfamily A, member 20 pseudogene",401428,"7","n/a","n/a","3.28e-18","6.026"
8752,"neuropilin 1",8752,"NRP1","neuropilin 1",8829,"10","n/a","n/a","2.18e-41","6.021"
8973,"T-box 18",8973,"TBX18","T-box 18",9096,"6","n/a","n/a","2.47e-15","5.989"
34046,"family with sequence similarity 20, member A",34046,"FAM20A","family with sequence similarity 20, member A",54757,"17","n/a","n/a","1.36e-18","5.973"
1893,"endothelin 1",1893,"EDN1","endothelin 1",1906,"6","n/a","n/a","1.28e-10","5.933"
31141,"FK506 binding protein 7",31141,"FKBP7","FK506 binding protein 7",51661,"2","n/a","n/a","1.33e-40","5.926"
7125,"tropomyosin 1 (alpha)",7125,"TPM1","tropomyosin 1 (alpha)",7168,"15","n/a","n/a","1.92e-28","5.850"
2966,"guanylate cyclase 1, soluble, beta 3",2966,"GUCY1B3","guanylate cyclase 1, soluble, beta 3",2983,"4","n/a","n/a","1.28e-23","5.769"
35131,"Rho GTPase activating protein 15",35131,"ARHGAP15","Rho GTPase activating protein 15",55843,"2","n/a","n/a","7.95e-21","5.769"
10270,"spondin 2, extracellular matrix protein",10270,"SPON2","spondin 2, extracellular matrix protein",10417,"4","n/a","n/a","1.17e-14","5.742"
5966,"regulator of G-protein signaling 3",5966,"RGS3","regulator of G-protein signaling 3",5998,"9","n/a","n/a","1.80e-22","5.735"
34222,"rhomboid, veinlet-like 2 (Drosophila)",34222,"RHBDL2","rhomboid, veinlet-like 2 (Drosophila)",54933,"1","n/a","n/a","1.34e-17","5.707"
34118,"asporin",34118,"ASPN","asporin",54829,"9","n/a","n/a","1.32e-11","5.703"
33636,"SRY (sex determining region Y)-box 18",33636,"SOX18","SRY (sex determining region Y)-box 18",54345,"20","n/a","n/a","1.61e-14","5.696"
3912,"lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)",3912,"LCP2","lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)",3937,"5","n/a","n/a","4.24e-32","5.695"
94502,"EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase",94502,"EOGT","EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase",285203,"3","n/a","n/a","1.13e-45","5.659"
10531,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",10531,"B3GNT2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",10678,"2","n/a","n/a","5.03e-43","5.613"
2901,"glutamate receptor, metabotropic 8",2901,"GRM8","glutamate receptor, metabotropic 8",2918,"7","n/a","n/a","3.06e-20","5.607"
2027,"EPH receptor A3",2027,"EPHA3","EPH receptor A3",2042,"3","n/a","n/a","1.38e-19","5.601"
8264,"frizzled family receptor 4",8264,"FZD4","frizzled family receptor 4",8322,"11","n/a","n/a","6.37e-38","5.598"
7806,"chemokine (C-X-C motif) receptor 4",7806,"CXCR4","chemokine (C-X-C motif) receptor 4",7852,"2","n/a","n/a","3.58e-18","5.574"
90352,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",90352,"ST6GALNAC3","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",256435,"1","n/a","n/a","1.27e-24","5.564"
10434,"interferon induced transmembrane protein 2",10434,"IFITM2","interferon induced transmembrane protein 2",10581,"11","n/a","n/a","1.71e-13","5.556"
10057,"calcitonin receptor-like",10057,"CALCRL","calcitonin receptor-like",10203,"2","n/a","n/a","2.83e-23","5.523"
60872,"epithelial stromal interaction 1 (breast)",60872,"EPSTI1","epithelial stromal interaction 1 (breast)",94240,"13","n/a","n/a","5.83e-22","5.521"
119570,"ceramide kinase-like",119570,"CERKL","ceramide kinase-like",375298,"2","n/a","n/a","2.28e-19","5.516"
2044,"epidermal growth factor receptor pathway substrate 8",2044,"EPS8","epidermal growth factor receptor pathway substrate 8",2059,"12","n/a","n/a","4.32e-34","5.495"
125831,"low density lipoprotein receptor class A domain containing 2",125831,"LDLRAD2","low density lipoprotein receptor class A domain containing 2",401944,"1","n/a","n/a","2.93e-12","5.493"
30766,"RAS-like, family 12",30766,"RASL12","RAS-like, family 12",51285,"15","n/a","n/a","2.61e-30","5.483"
80335,"layilin",80335,"LAYN","layilin",143903,"11","n/a","n/a","1.51e-27","5.452"
3653,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",3653,"ITGA5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",3678,"12","n/a","n/a","1.66e-16","5.441"
157126211,"uncharacterized LOC100652958",157126211,"LOC100652958","uncharacterized LOC100652958",100652958,"21","n/a","n/a","2.88e-14","5.434"
80089,"transmembrane protein 37",80089,"TMEM37","transmembrane protein 37",140738,"2","n/a","n/a","2.73e-26","5.414"
3618,"insulin receptor",3618,"INSR","insulin receptor",3643,"19","n/a","n/a","1.13e-18","5.385"
35092,"ArfGAP with dual PH domains 2",35092,"ADAP2","ArfGAP with dual PH domains 2",55803,"17","n/a","n/a","9.47e-38","5.382"
33878,"matrix-remodelling associated 8",33878,"MXRA8","matrix-remodelling associated 8",54587,"1","n/a","n/a","2.79e-20","5.380"
3538,"interleukin 3 receptor, alpha (low affinity)",3538,"IL3RA","interleukin 3 receptor, alpha (low affinity)",3563,"X|Y","n/a","n/a","2.95e-16","5.360"
4823,"notch 3",4823,"NOTCH3","notch 3",4854,"19","n/a","n/a","1.08e-16","5.308"
7087,"tumor necrosis factor, alpha-induced protein 6",7087,"TNFAIP6","tumor necrosis factor, alpha-induced protein 6",7130,"2","n/a","n/a","4.53e-16","5.306"
34162,"palmdelphin",34162,"PALMD","palmdelphin",54873,"1","n/a","n/a","2.88e-36","5.305"
60906,"protein phosphatase 1, regulatory (inhibitor) subunit 14A",60906,"PPP1R14A","protein phosphatase 1, regulatory (inhibitor) subunit 14A",94274,"19","n/a","n/a","1.00e-11","5.289"
134573,"NOTCH-regulated ankyrin repeat protein",134573,"NRARP","NOTCH-regulated ankyrin repeat protein",441478,"9","n/a","n/a","9.21e-29","5.284"
2671,"gamma-glutamyltransferase 5",2671,"GGT5","gamma-glutamyltransferase 5",2687,"22","n/a","n/a","2.83e-17","5.283"
40808,"leucine proline-enriched proteoglycan (leprecan) 1",40808,"LEPRE1","leucine proline-enriched proteoglycan (leprecan) 1",64175,"1","n/a","n/a","2.77e-22","5.279"
10937,"ADAM metallopeptidase with thrombospondin type 1 motif, 5",10937,"ADAMTS5","ADAM metallopeptidase with thrombospondin type 1 motif, 5",11096,"21","n/a","n/a","9.64e-12","5.272"
948,"ectonucleoside triphosphate diphosphohydrolase 1",948,"ENTPD1","ectonucleoside triphosphate diphosphohydrolase 1",953,"10","n/a","n/a","1.89e-31","5.244"
3703,"junction plakoglobin",3703,"JUP","junction plakoglobin",3728,"17","n/a","n/a","8.96e-20","5.233"
1589,"disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)",1589,"DAB2","disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)",1601,"5","n/a","n/a","5.31e-27","5.225"
93996,"solute carrier family 46, member 3",93996,"SLC46A3","solute carrier family 46, member 3",283537,"13","n/a","n/a","1.41e-17","5.224"
89940,"sperm equatorial segment protein 1",89940,"SPESP1","sperm equatorial segment protein 1",246777,"15","n/a","n/a","3.48e-16","5.222"
8450,"integrin, alpha 8",8450,"ITGA8","integrin, alpha 8",8516,"10","n/a","n/a","2.26e-18","5.200"
93926,"Ras association (RalGDS/AF-6) domain family member 3",93926,"RASSF3","Ras association (RalGDS/AF-6) domain family member 3",283349,"12","n/a","n/a","4.13e-19","5.198"
3990,"lysyl oxidase",3990,"LOX","lysyl oxidase",4015,"5","n/a","n/a","2.01e-13","5.193"
10592,"GRB2-related adaptor protein",10592,"GRAP","GRB2-related adaptor protein",10750,"17","n/a","n/a","6.08e-18","5.167"
58888,"spermatogenesis associated 22",58888,"SPATA22","spermatogenesis associated 22",84690,"17","n/a","n/a","3.11e-10","5.166"
3271,"hydroxysteroid (11-beta) dehydrogenase 2",3271,"HSD11B2","hydroxysteroid (11-beta) dehydrogenase 2",3291,"16","n/a","n/a","1.20e-11","5.166"
179,"jagged 1",179,"JAG1","jagged 1",182,"20","n/a","n/a","7.72e-27","5.151"
8453,"interferon induced transmembrane protein 1",8453,"IFITM1","interferon induced transmembrane protein 1",8519,"11","n/a","n/a","2.98e-10","5.137"
10122,"receptor (G protein-coupled) activity modifying protein 3",10122,"RAMP3","receptor (G protein-coupled) activity modifying protein 3",10268,"7","n/a","n/a","5.91e-09","5.135"
1524,"cytochrome b-245, alpha polypeptide",1524,"CYBA","cytochrome b-245, alpha polypeptide",1535,"16","n/a","n/a","4.59e-09","5.112"
5519,"perforin 1 (pore forming protein)",5519,"PRF1","perforin 1 (pore forming protein)",5551,"10","n/a","n/a","2.64e-07","5.107"
23253,"3-hydroxyanthranilate 3,4-dioxygenase",23253,"HAAO","3-hydroxyanthranilate 3,4-dioxygenase",23498,"2","n/a","n/a","3.40e-10","5.069"
9875,"SH2B adaptor protein 3",9875,"SH2B3","SH2B adaptor protein 3",10019,"12","n/a","n/a","9.21e-37","5.059"
90283,"ring finger protein 144B",90283,"RNF144B","ring finger protein 144B",255488,"6","n/a","n/a","8.26e-23","5.056"
1337,"cytochrome c oxidase subunit VIIa polypeptide 1 (muscle)",1337,"COX7A1","cytochrome c oxidase subunit VIIa polypeptide 1 (muscle)",1346,"19","n/a","n/a","6.92e-12","5.054"
